"[{""text"":""Atividades de associações de defesa de direitos sociais"",""code"":""94.30-8-00""}]",03/11/2005,COOPERATIVA DE CONSUMO E DE BENEFICIOS SOCIAIS E ECONOMICOS,PR,"[{""qual"":""16-Presidente"",""nome"":""MARCIAL CARLOS RIBEIRO JUNIOR""}]",ATIVA,BATEL,RUA BUENOS AIRES,441,80.250-070,CURITIBA,DEMAIS,20/09/1994,214-3 - Cooperativa,00.216.547/0001-29,2018-11-20T23:59:59.000Z,OK,MATRIZ,C S ASSISTANCE,CONJ. 31,administrativo@assistancesaude.com.br,(0041) 0233-1943,,,,,"[{""text"":""Atividades de organizações associativas ligadas à cultura e à arte"",""code"":""94.93-6-00""},{""text"":""Atividades associativas não especificadas anteriormente"",""code"":""94.99-5-00""}]",0.00,{},"{""free"":true,""database"":true}"
"[{""text"":""Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente"",""code"":""29.49-2-99""}]",03/11/2005,DANA INDUSTRIAS LTDA,RS,"[{""qual"":""37-Sócio Pessoa Jurídica Domiciliado no Exterior"",""qual_rep_legal"":""17-Procurador"",""nome_rep_legal"":""JORGE DELGADO RAMOS FILHO"",""pais_origem"":""ESTADOS UNIDOS"",""nome"":""DANA BRAZIL HOLDINGS LLC""},{""qual"":""05-Administrador"",""nome"":""JORGE DELGADO RAMOS FILHO""},{""qual"":""37-Sócio Pessoa Jurídica Domiciliado no Exterior"",""qual_rep_legal"":""17-Procurador"",""nome_rep_legal"":""JORGE DELGADO RAMOS FILHO"",""pais_origem"":""ESTADOS UNIDOS"",""nome"":""DANA BRAZIL HOLDINGS I LLC""},{""qual"":""05-Administrador"",""nome"":""RAUL GERMANY JUNIOR""},{""qual"":""05-Administrador"",""nome"":""PAULO ANTONIO GOMES GRANJA""}]",ATIVA,DISTRITO INDUSTRIAL,R RICARDO BRUNO ALBARUS,201,94.045-400,GRAVATAI,DEMAIS,18/10/1994,206-2 - Sociedade Empresária Limitada,00.253.137/0001-58,2019-02-13T13:47:17.159Z,OK,MATRIZ,,PAVLH A SALA B,paulo.missiaggia@dana.com,(51) 3489-3334,,,,,"[{""text"":""Fundição de ferro e aço"",""code"":""24.51-2-00""},{""text"":""Produção de forjados de aço"",""code"":""25.31-4-01""},{""text"":""Serviços de usinagem, tornearia e solda"",""code"":""25.39-0-01""},{""text"":""Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios"",""code"":""28.69-1-00""},{""text"":""Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores"",""code"":""29.42-5-00""},{""text"":""Comércio por atacado de peças e acessórios novos para veículos automotores"",""code"":""45.30-7-01""},{""text"":""Suporte técnico, manutenção e outros serviços em tecnologia da informação"",""code"":""62.09-1-00""},{""text"":""Outras sociedades de participação, exceto holdings"",""code"":""64.63-8-00""},{""text"":""Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica"",""code"":""70.20-4-00""},{""text"":""Serviços de engenharia"",""code"":""71.12-0-00""},{""text"":""Testes e análises técnicas"",""code"":""71.20-1-00""},{""text"":""Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador"",""code"":""77.39-0-99""}]",589152054.40,{},"{""free"":true,""database"":true}"
"[{""text"":""Planos de saúde"",""code"":""65.50-2-00""}]",22/05/2004,UNIMED DE ADAMANTINA COOPERATIVA DE TRABALHO MEDICO,SP,"[{""qual"":""16-Presidente"",""nome"":""MARIA AMELIA ABDO BARRETO""},{""qual"":""10-Diretor"",""nome"":""ALEX NUNES SAURIN""},{""qual"":""10-Diretor"",""nome"":""FERNANDO DE SOUZA JACINTO""}]",ATIVA,CENTRO,AV RIO BRANCO,258,17.800-000,ADAMANTINA,DEMAIS,13/10/1994,214-3 - Cooperativa,00.262.338/0001-11,2019-01-24T16:02:53.638Z,OK,MATRIZ,,,,,,,,,"[{""code"":""00.00-0-00"",""text"":""Não informada""}]",0.00,{},"{""free"":true,""database"":true}"
"[{""text"":""Atividades de associações de defesa de direitos sociais"",""code"":""94.30-8-00""}]",24/05/2003,ASSOCIACAO DOS FUNC DO FISCO DO ESTADO DE GOIAS,GO,"[{""qual"":""16-Presidente"",""nome"":""WILMAR NUNES PINHEIRO""}]",ATIVA,SETOR SUL,R 83,312,74.083-020,GOIANIA,DEMAIS,19/10/1983,399-9 - Associação Privada,00.299.149/0001-13,2019-02-22T20:02:46.806Z,OK,MATRIZ,AFFEGO,,veragodoi@hotmail.com,(62) 3096-7615,,,,,"[{""text"":""Atividades de organizações associativas ligadas à cultura e à arte"",""code"":""94.93-6-00""},{""text"":""Atividades associativas não especificadas anteriormente"",""code"":""94.99-5-00""}]",0.00,{},"{""free"":true,""database"":true}"
"[{""text"":""Planos de saúde"",""code"":""65.50-2-00""}]",03/11/2005,ORALCLASS ASSISTENCIA MEDICA E ODONTOLOGICA LTDA,AL,"[{""qual"":""49-Sócio-Administrador"",""nome"":""BENJAMIN LINS DAS NEVES""},{""qual"":""49-Sócio-Administrador"",""nome"":""NEWTON ROBERTO COELHO DAS NEVES""},{""qual"":""49-Sócio-Administrador"",""nome"":""NEWBER RONALD COELHO DAS NEVES""}]",ATIVA,CENTRO,R 19 DE SETEMBRO,198,57.935-970,PARIPUEIRA,DEMAIS,17/11/1994,206-2 - Sociedade Empresária Limitada,00.303.696/0001-25,2019-02-28T15:41:35.780Z,OK,MATRIZ,MED VIDA SAUDE,,juridico@medvida.com.br,(82) 3311-0500,,,,,"[{""code"":""00.00-0-00"",""text"":""Não informada""}]",1355916.00,{},"{""free"":true,""database"":true}"
"[{""text"":""Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências"",""code"":""86.10-1-01""}]",03/11/2005,FUNDACAO DE SAUDE ITAIGUAPY,PR,"[{""qual"":""16-Presidente"",""nome"":""ROGERIO SOARES BOHM""},{""qual"":""10-Diretor"",""nome"":""SANDRO JAIR MOISES BOTTINI SCARPETTA""},{""qual"":""10-Diretor"",""nome"":""VALTER DA CRUZ TEIXEIRA""},{""qual"":""05-Administrador"",""nome"":""FERNANDO COSSA""}]",ATIVA,VILA RESIDENCIAL A,AV GRAMADO,580,85.860-460,FOZ DO IGUACU,DEMAIS,21/11/1994,306-9 - Fundação Privada,00.304.148/0001-10,2019-03-09T09:33:51.834Z,OK,MATRIZ,HOSPITAL MINISTRO COSTA CAVALCANTI,,diretoria@hmcc.com.br,(45) 3576-8043 / (45) 3576-8042,,,,,"[{""text"":""Serviços de radioterapia"",""code"":""86.40-2-11""}]",0.00,{},"{""free"":true,""database"":true}"
"[{""text"":""Atividades associativas não especificadas anteriormente"",""code"":""94.99-5-00""}]",28/08/2004,ASSOCIACAO VALEPARAIBANA DE ASSISTENCIA MEDICA POLICIAL,SP,"[{""qual"":""16-Presidente"",""nome"":""FRANCISCO DE MELLO""}]",ATIVA,JARIM SANTA CLARA,AV MARECHAL DEODORO DA FONSECA,385,12.080-000,TAUBATE,DEMAIS,23/11/1994,399-9 - Associação Privada,00.307.714/0001-47,2019-03-15T16:18:41.284Z,OK,MATRIZ,AVAMP,,,,,,,,"[{""text"":""Planos de saúde"",""code"":""65.50-2-00""},{""text"":""Atividade médica ambulatorial restrita a consultas"",""code"":""86.30-5-03""}]",0.00,{},"{""free"":true,""database"":true}"
"[{""text"":""Elaboração de combustíveis nucleares"",""code"":""20.19-3-01""}]",03/11/2005,INDUSTRIAS NUCLEARES DO BRASIL S.A.INB,RJ,"[{""qual"":""10-Diretor"",""nome"":""ALVARO LUIS DE SOUZA ALVES PINTO""},{""qual"":""16-Presidente"",""nome"":""REINALDO GONZAGA""},{""qual"":""10-Diretor"",""nome"":""ADAUTO SEIXAS""},{""qual"":""10-Diretor"",""nome"":""LUIZ FERNANDO SILVA DE MAGALHAES COUTO""},{""qual"":""10-Diretor"",""nome"":""MARCIO ADRIANO COELHO DA SILVA""}]",ATIVA,CENTRO,AV REPUBLICA DO CHILE 230,230,20.031-919,RIO DE JANEIRO,DEMAIS,17/05/1972,203-8 - Sociedade de Economia Mista,00.322.818/0001-20,2019-02-20T00:27:32.960Z,OK,MATRIZ,INB,SALA 2401 A 2501,gepatfiscal@inb.gov.br,(24) 3321-8827 / (24) 3321-8519,UNIÃO,,,,"[{""text"":""Extração de minerais radioativos"",""code"":""07.25-1-00""},{""text"":""Serviços combinados de escritório e apoio administrativo"",""code"":""82.11-3-00""}]",0.00,{},"{""free"":true,""database"":true}"
"[{""text"":""Planos de saúde"",""code"":""65.50-2-00""}]",03/11/2005,PLENA SAUDE LTDA,SP,"[{""qual"":""49-Sócio-Administrador"",""nome"":""JOSE LUIZ RANIERI""},{""qual"":""22-Sócio"",""nome"":""SUELI APARECIDA DE ALMEIDA RANIERI""}]",ATIVA,JARDIM MARILU,AV RAIMUNDO PEREIRA DE MAGALHAES,12575,02.989-095,SAO PAULO,DEMAIS,12/12/1994,206-2 - Sociedade Empresária Limitada,00.338.763/0001-47,2019-03-15T15:36:21.002Z,OK,MATRIZ,,SALA 03,nfe@plenasaude.com.br,(11) 3944-5400,,,,,"[{""text"":""Atividade odontológica"",""code"":""86.30-5-04""},{""text"":""Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências"",""code"":""86.10-1-02""},{""text"":""Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências"",""code"":""86.10-1-01""},{""text"":""Atividades de práticas integrativas e complementares em saúde humana"",""code"":""86.90-9-01""}]",9000000.00,{},"{""free"":true,""database"":true}"
"[{""text"":""Planos de saúde"",""code"":""65.50-2-00""}]",28/08/2004,UNIMED DE CALDAS NOVAS COOPERATIVA DE TRABALHO MEDICO,GO,"[{""qual"":""16-Presidente"",""nome"":""OTAVIANO SILVA""},{""qual"":""10-Diretor"",""nome"":""LUIZ LAZARO RODRIGUES ALVES""},{""qual"":""10-Diretor"",""nome"":""ADOLFO JOSE PERES ECCHELI""},{""qual"":""10-Diretor"",""nome"":""CLEOMAR MARIA DE LUCENA DIAS CORREIA""},{""qual"":""10-Diretor"",""nome"":""JOSE ALVES DE TOLEDO JUNIOR""},{""qual"":""10-Diretor"",""nome"":""VALDIVINO APARECIDO JUNQUEIRA""},{""qual"":""10-Diretor"",""nome"":""SEBASTIAO CARLOS CALDAS""},{""qual"":""10-Diretor"",""nome"":""IRIS MASETTI MARTINS""},{""qual"":""10-Diretor"",""nome"":""FERNANDO DE OLIVEIRA RESENDE""},{""qual"":""10-Diretor"",""nome"":""PAULO AFONSO FIGUEIREDO""}]",ATIVA,SETOR OESTE,R ANTONIO COELHO DE GODOY,154,75.680-001,CALDAS NOVAS,DEMAIS,13/12/1994,214-3 - Cooperativa,00.342.481/0001-13,2019-03-13T12:50:31.738Z,OK,MATRIZ,UNIMED DE CALDAS NOVAS,,gerencia@unimedcn.com.br,(64) 3453-5318,,,,,"[{""text"":""Atividade médica ambulatorial restrita a consultas"",""code"":""86.30-5-03""}]",0.00,{},"{""free"":true,""database"":true}"
"[{""text"":""Operação dos aeroportos e campos de aterrissagem"",""code"":""52.40-1-01""}]",03/11/2005,EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - INFRAERO,DF,"[{""qual"":""16-Presidente"",""nome"":""MARTHA SEILLIER""},{""qual"":""10-Diretor"",""nome"":""THIAGO PEREIRA PEDROSO""},{""qual"":""10-Diretor"",""nome"":""GILVANDRO VASCONCELOS COELHO DE ARAUJO""},{""qual"":""10-Diretor"",""nome"":""ANDRE LUIZ FONSECA E SILVA""}]",ATIVA,SETOR DE HABITACOES INDIVIDUAIS SUL,AER SETOR DE CONCESSIONARIAS E LOCADORAS,LOTE 5,71.608-050,BRASILIA,DEMAIS,18/06/1973,201-1 - Empresa Pública,00.352.294/0001-10,2019-03-27T01:26:42.910Z,OK,MATRIZ,INFRAERO,EDIF SEDE,presidencia@infraero.gov.br,(61) 3312-3223 / (61) 3312-3140,UNIÃO,,,,"[{""code"":""00.00-0-00"",""text"":""Não informada""}]",4424061641.66,{},"{""free"":true,""database"":true}"
"[{""text"":""Caixas econômicas"",""code"":""64.23-9-00""}]",03/11/2005,CAIXA ECONOMICA FEDERAL,DF,"[{""qual"":""05-Administrador"",""nome"":""FABIO LENZA""},{""qual"":""05-Administrador"",""nome"":""ARNO MEYER""},{""qual"":""05-Administrador"",""nome"":""MARCELO CAMPOS PRATA""},{""qual"":""05-Administrador"",""nome"":""MARCOS FERNANDO FONTOURA DOS SANTOS JACINTO""},{""qual"":""05-Administrador"",""nome"":""PAULO HENRIQUE ANGELO SOUZA""},{""qual"":""05-Administrador"",""nome"":""JOSE ANTONIO EIRADO NETO""},{""qual"":""05-Administrador"",""nome"":""FLAVIO EDUARDO ARAKAKI""},{""qual"":""16-Presidente"",""nome"":""PEDRO DUARTE GUIMARAES""}]",ATIVA,ASA SUL,ST BANCARIO SUL QUADRA 04,34,70.092-900,BRASILIA,DEMAIS,03/02/1971,201-1 - Empresa Pública,00.360.305/0001-04,2019-03-26T18:11:39.694Z,OK,MATRIZ,CEF MATRIZ,BLOCO A,,(61) 3521-8600,UNIÃO,,,,"[{""code"":""00.00-0-00"",""text"":""Não informada""}]",5083531813.90,{},"{""free"":true,""database"":true}"
"[{""text"":""Planos de saúde"",""code"":""65.50-2-00""}]",27/08/2005,HUMANA ASSISTENCIA MEDICA LTDA,PI,"[{""qual"":""05-Administrador"",""nome"":""JOSE CERQUEIRA DANTAS""},{""qual"":""22-Sócio"",""qual_rep_legal"":""05-Administrador"",""nome_rep_legal"":""FABIO MINAMISAWA HIROTA"",""nome"":""ATHENA SAUDE HOLDING S.A.""},{""qual"":""05-Administrador"",""nome"":""MARCOS PALADINI NOGUEIRA SIMOES""},{""qual"":""05-Administrador"",""nome"":""NORMA LUCINDA MARQUES FIUZA""},{""qual"":""05-Administrador"",""nome"":""FABIO MINAMISAWA HIROTA""},{""qual"":""05-Administrador"",""nome"":""CELSO RUGGIERO""},{""qual"":""22-Sócio"",""qual_rep_legal"":""05-Administrador"",""nome_rep_legal"":""MARCOS PALADINI NOGUEIRA SIMOES"",""nome"":""ATHENA HEALTHCARE HOLDING S.A.""}]",ATIVA,CENTRO,AV FREI SERAFIM,2155,64.000-020,TERESINA,DEMAIS,22/12/1994,206-2 - Sociedade Empresária Limitada,00.361.325/0001-08,2019-01-22T08:37:45.709Z,OK,MATRIZ,HUMANA SAUDE,,humana@humanasaude.com.br,(86) 3221-1000 / (86) 3223-2233,,,,,"[{""code"":""00.00-0-00"",""text"":""Não informada""}]",15000000.00,{},"{""free"":true,""database"":true}"
"[{""text"":""Planos de saúde"",""code"":""65.50-2-00""}]",15/09/2001,UNIMED ANDRADAS COOPERATIVA DE TRABALHO MEDICO,MG,"[{""qual"":""16-Presidente"",""nome"":""ALCIO JACINTO CONTTRI""},{""qual"":""10-Diretor"",""nome"":""ANDRE POSSANI""},{""qual"":""10-Diretor"",""nome"":""JOAQUIM ALBERTO NHOLA""}]",ATIVA,ALTO ALEGRE,R CAPITAO CIRILO,173,37.795-000,ANDRADAS,DEMAIS,26/12/1994,214-3 - Cooperativa,00.365.720/0001-50,2019-01-22T08:43:30.611Z,OK,MATRIZ,UNIMED ANDRADAS,,uniandradas@pocos-net.com.br,(035) 7313-030,,,,,"[{""code"":""00.00-0-00"",""text"":""Não informada""}]",0.00,{},"{""free"":true,""database"":true}"
"[{""text"":""Planos de saúde"",""code"":""65.50-2-00""}]",10/07/2004,CENTRAL REGIONAL DE COOPERATIVAS MEDICAS UNIMED CERRADO,GO,"[{""qual"":""16-Presidente"",""nome"":""JOSE DE OLIVEIRA E SILVA""},{""qual"":""10-Diretor"",""nome"":""SHIRLEY GONCALVES DE PADUA MIGUEL""}]",ATIVA,SETOR AEROPORTO,R 8 A,111,74.075-240,GOIANIA,DEMAIS,27/12/1994,214-3 - Cooperativa,00.366.982/0001-30,2019-02-14T00:10:04.469Z,OK,MATRIZ,UNIMED CERRADO,QD 13-A LOTE 9/18,alex@unimedcerrado.com.br,(62) 3221-5100,,,,,"[{""code"":""00.00-0-00"",""text"":""Não informada""}]",0.00,{},"{""free"":true,""database"":true}"
"[{""text"":""Planos de saúde"",""code"":""65.50-2-00""}]",27/08/2005,UNIMED MARQUES DE VALENCA COOP.DE TRABALHO MEDICO LTDA,RJ,"[{""qual"":""10-Diretor"",""nome"":""CARLOS CASTILHOS DE SOUZA FONSECA""},{""qual"":""16-Presidente"",""nome"":""OSCAR SILVA LEITE PINTO""},{""qual"":""10-Diretor"",""nome"":""GERSON FRANCA LEITE""}]",ATIVA,CENTRO,AV NILO PECANHA,428,27.600-000,VALENCA,DEMAIS,26/12/1994,214-3 - Cooperativa,00.368.318/0001-20,2019-02-01T03:04:30.695Z,OK,MATRIZ,,,,,,,,,"[{""code"":""00.00-0-00"",""text"":""Não informada""}]",0.00,{},"{""free"":true,""database"":true}"
"[{""text"":""Planos de saúde"",""code"":""65.50-2-00""}]",03/11/2005,UNIMED ALTO VALE COOPERATIVA DE TRABALHO MEDICO,SC,"[{""qual"":""10-Diretor"",""nome"":""ROGERIO URDAPILLETA RODRIGUES""},{""qual"":""10-Diretor"",""nome"":""SIMONE CRISTINA PADILHA STADNICK""},{""qual"":""10-Diretor"",""nome"":""IVAN CARLOS BECKER""}]",ATIVA,EUGENIO SCHNEIDER,R PREFEITO EUGENIO SCHNEIDER,123,89.167-900,RIO DO SUL,DEMAIS,04/01/1995,214-3 - Cooperativa,00.381.694/0001-54,2019-03-22T13:49:09.670Z,OK,MATRIZ,UNIMED ALTO VALE,,maria@unimedaltovale.coop.br,(47) 3531-3333,,,,,"[{""text"":""Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências"",""code"":""86.22-4-00""},{""text"":""Atividade médica ambulatorial com recursos para realização de exames complementares"",""code"":""86.30-5-02""},{""text"":""Atividade médica ambulatorial restrita a consultas"",""code"":""86.30-5-03""},{""text"":""Serviços de vacinação e imunização humana"",""code"":""86.30-5-06""},{""text"":""Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética"",""code"":""86.40-2-07""},{""text"":""Serviços de quimioterapia"",""code"":""86.40-2-10""},{""text"":""Atividades de profissionais da nutrição"",""code"":""86.50-0-02""},{""text"":""Atividades de psicologia e psicanálise"",""code"":""86.50-0-03""},{""text"":""Atividades de fisioterapia"",""code"":""86.50-0-04""},{""text"":""Atividades de terapia ocupacional"",""code"":""86.50-0-05""},{""text"":""Atividades de fonoaudiologia"",""code"":""86.50-0-06""},{""text"":""Atividades de condicionamento físico"",""code"":""93.13-1-00""}]",0.00,{},"{""free"":true,""database"":true}"
